geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state,geolocation_state_korean
1127,-23.52548080336663,-46.64159548852641,sao paulo,SP,상파울루
1128,-23.523786738657147,-46.64220966455253,sao paulo,SP,상파울루
1129,-23.524051385464382,-46.64507304012999,sao paulo,SP,상파울루
1130,-23.52483082086712,-46.64492992157746,sao paulo,SP,상파울루
1131,-23.522379737671027,-46.64310784736644,sao paulo,SP,상파울루
11310,-23.96749612845216,-46.386454598108685,sao vicente,SP,상파울루
1132,-23.52153987930432,-46.64873923331728,sao paulo,SP,상파울루
11320,-23.97008658151104,-46.37258888672385,sao vicente,SP,상파울루
11325,-23.986478542437638,-46.39165628538248,sao vicente,SP,상파울루
1133,-23.52042428170985,-46.65332230946677,sao paulo,SP,상파울루
11330,-23.96797904515915,-46.402461405350664,sao vicente,SP,상파울루
11335,-23.965364957343798,-46.41205736566614,sao vicente,SP,상파울루
1134,-23.518899939878285,-46.65269033643667,são paulo,SP,상파울루
11340,-23.957720257420604,-46.4071754952537,sao vicente,SP,상파울루
11345,-23.988076947317097,-46.479194740512874,sao vicente,SP,상파울루
11346,-23.983340387393454,-46.48798773268121,sao vicente,SP,상파울루
11347,-23.98160481813638,-46.46564557939346,são vicente,SP,상파울루
11348,-23.95538674459311,-46.4557497874007,sao vicente,SP,상파울루
11349,-23.950464875942387,-46.457695758907946,sao vicente,SP,상파울루
1135,-23.52619042672918,-46.650970041202214,sao paulo,SP,상파울루
11350,-23.944632253958385,-46.41501832165658,são vicente,SP,상파울루
11355,-23.951770045652797,-46.408140100784905,sao vicente,SP,상파울루
1136,-23.523986920181713,-46.66135135045779,são paulo,SP,상파울루
11360,-23.94714404114551,-46.397611808725934,sao vicente,SP,상파울루
11365,-23.954491630175163,-46.39512272689159,são vicente,SP,상파울루
1137,-23.522851480322114,-46.65280923153935,são paulo,SP,상파울루
11370,-23.955980420412015,-46.38161452410678,sao vicente,SP,상파울루
11374,-23.99016674581044,-46.47193698078344,sao vicente,SP,상파울루
1138,-23.522455823939264,-46.65525390366426,sao paulo,SP,상파울루
11380,-23.959894868797242,-46.37279450084676,sao vicente,SP,상파울루
1139,-23.520724956071753,-46.66593897144172,sao paulo,SP,상파울루
11390,-23.961942699024217,-46.382116371506044,sao vicente,SP,상파울루
1140,-23.52043844370904,-46.66923716844039,sao paulo,SP,상파울루
1141,-23.520310325905555,-46.666439013917504,são paulo,SP,상파울루
11410,-23.995219204417705,-46.259723485348914,guaruja,SP,상파울루
1142,-23.519934305152635,-46.6251300217966,sao paulo,SP,상파울루
11420,-24.008101778173316,-46.27200201394743,guaruja,SP,상파울루
11421,-24.013551352695554,-46.28257370581273,guaruja,SP,상파울루
11425,-23.997567056305247,-46.30320482972255,guaruja,SP,상파울루
11430,-23.993943564523676,-46.28488818653082,guaruja,SP,상파울루
11431,-23.995826199432805,-46.27873912129403,guaruja,SP,상파울루
11432,-23.98761401331361,-46.2703660822602,guaruja,SP,상파울루
11435,-23.976855419437417,-46.259849680321125,guarujá,SP,상파울루
11436,-23.971208395661478,-46.25152420256195,guaruja,SP,상파울루
11438,-23.964105436513734,-46.24706218089051,guaruja,SP,상파울루
1144,-23.523572749295845,-46.67242459028445,sao paulo,SP,상파울루
11440,-23.983786906789252,-46.24074680750369,guarujá,SP,상파울루
11441,-23.97915587674242,-46.228265226057,guarujá,SP,상파울루
11442,-23.9761179149753,-46.2200384397062,guaruja,SP,상파울루
11443,-23.979090612559922,-46.205438402194986,guaruja,SP,상파울루
11444,-23.969918602246146,-46.189098374700016,guaruja,SP,상파울루
11445,-23.957462411803142,-46.195737175683135,guaruja,SP,상파울루
11446,-23.943377092119317,-46.19790613152642,guaruja,SP,상파울루
11449,-23.971979653258675,-46.21200279577183,guaruja,SP,상파울루
11450,-23.94195407899811,-46.30256477959018,guaruja,SP,상파울루
11451,-23.945473847773897,-46.28944883420094,guaruja,SP,상파울루
11453,-23.936702982679112,-46.28689951416298,guaruja,SP,상파울루
11454,-23.94635085661444,-46.281306673301884,guaruja,SP,상파울루
11460,-23.95723957086806,-46.28496710191545,guaruja,SP,상파울루
11461,-23.95528317943591,-46.27386492315133,guaruja,SP,상파울루
11462,-23.95454349753292,-46.284612764805324,guaruja,SP,상파울루
11463,-23.953061896804826,-46.288223511279675,guaruja,SP,상파울루
11470,-23.9603639962603,-46.27825012976766,guaruja,SP,상파울루
11471,-23.964550695667054,-46.27876856476224,guaruja,SP,상파울루
11472,-23.973025603853962,-46.275265502365066,guaruja,SP,상파울루
11473,-23.95311968425569,-46.291039381080736,guaruja,SP,상파울루
11495,-23.96363889580412,-46.25211614556842,guaruja,SP,상파울루
11497,-23.96351925,-46.24482487499999,guaruja,SP,상파울루
1150,-23.53295302359728,-46.658245942661345,sao paulo,SP,상파울루
11500,-23.88021442880335,-46.41727266494471,cubatao,SP,상파울루
11505,-23.875381392608364,-46.42139222358542,cubatao,SP,상파울루
1151,-23.531641584683715,-46.656288753249086,sao paulo,SP,상파울루
11510,-23.886268435253385,-46.424086992835605,cubatao,SP,상파울루
11515,-23.889904428156523,-46.42906587668357,cubatao,SP,상파울루
1152,-23.529884845741268,-46.65527643333266,sao paulo,SP,상파울루
11520,-23.89517936542375,-46.42385612048428,cubatao,SP,상파울루
11523,-23.903016322350112,-46.424809776427686,cubatao,SP,상파울루
11525,-23.894811578963388,-46.42776500504658,cubatao,SP,상파울루
1153,-23.529930846298754,-46.653549086904356,são paulo,SP,상파울루
11530,-23.93096161562972,-46.400202583661105,cubatao,SP,상파울루
11531,-23.920805354426566,-46.40774656265185,cubatao,SP,상파울루
11533,-23.927947743741854,-46.40974227350017,cubatao,SP,상파울루
11534,-23.920094542440566,-46.42652765076223,cubatao,SP,상파울루
11535,-23.933647491746992,-46.43022081878949,cubatao,SP,상파울루
11538,-23.89913257562389,-46.43352506701299,cubatao,SP,상파울루
1154,-23.530535897249937,-46.65929570388055,sao paulo,SP,상파울루
11540,-23.87442495936004,-46.4467034808632,cubatao,SP,상파울루
11542,-23.91247945234129,-46.464091820911676,cubatao,SP,상파울루
11543,-23.886093552425496,-46.44993710026694,cubatao,SP,상파울루
11548,-23.893385508118957,-46.417588278359354,cubatao,SP,상파울루
1155,-23.529072884025176,-46.66331995168207,sao paulo,SP,상파울루
11550,-23.87824490292869,-46.42656376030944,cubatao,SP,상파울루
11555,-23.880914180362485,-46.45025018036249,cubatão,SP,상파울루
1156,-23.528921138302913,-46.66643724514499,são paulo,SP,상파울루
11570,-23.835696870968384,-46.378451714779516,cubatao,SP,상파울루
11573,-23.883457499999995,-46.4281605,cubatao,SP,상파울루
11600,-23.771731754447984,-45.52529592946437,sao sebastiao,SP,상파울루
11601,-23.717225617320498,-45.43224617919913,sao sebastiao,SP,상파울루
11602,-23.726916961567067,-45.42373020573834,sao sebastiao,SP,상파울루
11603,-23.732093991120365,-45.403250467907846,são sebastião,SP,상파울루
11604,-23.766663234153345,-45.4130612105246,sao sebastiao,SP,상파울루
11605,-23.773205030086796,-45.40602530384687,são sebastião,SP,상파울루
11606,-23.781267450912537,-45.40194765665171,sao sebastiao,SP,상파울루
11608,-23.79850343136323,-45.403391424007815,são sebastião,SP,상파울루
11609,-23.801617154149607,-45.405355784986774,sao sebastiao,SP,상파울루
11610,-23.805075696984442,-45.41324721537964,sao sebastiao,SP,상파울루
11611,-23.814307125001623,-45.416362481061135,são sebastião,SP,상파울루
11612,-23.82155150723974,-45.43303767216161,sao sebastiao,SP,상파울루
11614,-23.821294383771278,-45.466998174110714,são sebastião,SP,상파울루
11615,-23.809896492762707,-45.508745101522116,sao sebastiao,SP,상파울루
11617,-23.794577364040794,-45.57408243947369,sao sebastiao,SP,상파울루
11618,-23.781187301287556,-45.62013060008777,são sebastião,SP,상파울루
11619,-23.77465295529144,-45.63655372517825,sao sebastiao,SP,상파울루
11620,-23.792987242022036,-45.55563291618097,maresias,SP,상파울루
11621,-23.774291948657797,-45.674510269299255,sao sebastiao,SP,상파울루
11622,-23.77043797625485,-45.67994492992504,sao sebastiao,SP,상파울루
11623,-23.763983409474548,-45.717545811724555,sao sebastiao,SP,상파울루
11624,-23.759765367386116,-45.76393937474926,sao sebastiao,SP,상파울루
11625,-23.76410937665373,-45.78841302678546,sao sebastiao,SP,상파울루
11626,-23.75398145569994,-45.82081227009778,maresias,SP,상파울루
11628,-23.78754820266299,-45.56256968044599,sao sebastiao,SP,상파울루
11629,-23.758468817638647,-45.413977486604004,sao sebastiao,SP,상파울루
11630,-23.814526222798346,-45.36872586432739,ilhabela,SP,상파울루
11660,-23.622808936233554,-45.41413597858686,caraguatatuba,SP,상파울루
11661,-23.62113045883141,-45.39902993702429,caraguatatuba,SP,상파울루
11662,-23.62293340839172,-45.38516861685006,caraguatatuba,SP,상파울루
11663,-23.618206340751886,-45.386606453628595,caraguatatuba,SP,상파울루
11664,-23.613170985761695,-45.3929749437433,caraguatatuba,SP,상파울루
11665,-23.635063933488105,-45.42502182165966,caraguatatuba,SP,상파울루
11666,-23.666200132168953,-45.436960616857974,caraguatatuba,SP,상파울루
11667,-23.68604017784386,-45.436779331088815,caraguatatuba,SP,상파울루
11668,-23.70982015879929,-45.440673750140895,caraguatatuba,SP,상파울루
11669,-23.69765729670045,-45.444103062845926,caraguatatuba,SP,상파울루
11670,-23.684927767588466,-45.44318995498896,caraguatatuba,SP,상파울루
11671,-23.67398268920312,-45.443431675164,caraguatatuba,SP,상파울루
11672,-23.658199664459282,-45.438700765763734,caraguatatuba,SP,상파울루
11673,-23.63759173027465,-45.43653965834331,caraguatatuba,SP,상파울루
11674,-23.629055643177534,-45.43371185336911,caraguatatuba,SP,상파울루
11675,-23.613610820929747,-45.42767671982126,caraguatatuba,SP,상파울루
11676,-23.604520431800804,-45.357386158227364,caraguatatuba,SP,상파울루
11677,-23.58116600992012,-45.33489099090811,caraguatatuba,SP,상파울루
11678,-23.662996925755554,-45.447231875515854,caraguatatuba,SP,상파울루
11679,-23.593375747337287,-45.3368484316056,caraguatatuba,SP,상파울루
11680,-23.452929299956928,-45.093219408528476,ubatuba,SP,상파울루
11700,-24.01038369810231,-46.406277006157715,praia grande,SP,상파울루
11701,-24.00892314920889,-46.41912533835565,praia grande,SP,상파울루
11702,-24.014394674314207,-46.43835831981763,praia grande,SP,상파울루
11703,-24.020432382666982,-46.45996058132934,praia grande,SP,상파울루
11704,-24.026525667888205,-46.478236942635036,praia grande,SP,상파울루
11705,-24.03661708098261,-46.50486334481665,praia grande,SP,상파울루
11706,-24.047332489747546,-46.525443189675045,praia grande,SP,상파울루
11707,-24.05456065295481,-46.542091190596324,praia grande,SP,상파울루
11708,-24.067888805103607,-46.56761786544669,praia grande,SP,상파울루
11709,-24.078626536796136,-46.58934286638432,praia grande,SP,상파울루
11710,-24.076452551306858,-46.5936137728502,praia grande,SP,상파울루
11711,-24.047101081589602,-46.534613698890226,praia grande,SP,상파울루
11712,-24.035800350309216,-46.53027244443792,praia grande,SP,상파울루
11713,-24.03084714756007,-46.52264892986977,praia grande,SP,상파울루
11714,-24.02534984500072,-46.51176250213163,praia grande,SP,상파울루
11717,-24.02276794977201,-46.49706890744068,praia grande,SP,상파울루
11718,-24.016285702089217,-46.482021557134395,praia grande,SP,상파울루
11719,-24.014996228034303,-46.46602520017626,praia grande,SP,상파울루
11720,-24.008341755064745,-46.45929254716721,praia grande,SP,상파울루
11721,-24.010996569087155,-46.45219165211514,praia grande,SP,상파울루
11722,-24.001499900399846,-46.4498635167305,praia grande,SP,상파울루
11723,-24.005082885034327,-46.449240297939156,praia grande,SP,상파울루
11724,-24.00472589896189,-46.43774006434078,praia grande,SP,상파울루
11725,-23.99742100393031,-46.42279317244965,praia grande,SP,상파울루
11726,-23.995386726582755,-46.408092424918124,praia grande,SP,상파울루
11730,-24.11189555747921,-46.665437421768196,mongagua,SP,상파울루
11740,-24.18271029899566,-46.801838599988436,itanhaem,SP,상파울루
11750,-24.30309880267998,-46.98704897913631,peruibe,SP,상파울루
11760,-24.290642394425944,-47.164350224471185,itariri,SP,상파울루
11770,-24.303711041917182,-47.06606866478016,ana dias,SP,상파울루
11790,-24.279033957085804,-47.235761825825534,pedro de toledo,SP,상파울루
11800,-24.316625385471756,-47.634745537475155,juquia,SP,상파울루
11850,-24.27876853096373,-47.44974510482228,miracatu,SP,상파울루
1189,-23.53210825506378,-46.63839470107914,sao paulo,SP,상파울루
11900,-24.498837779550897,-47.84616128650988,registro,SP,상파울루
11910,-24.385497130331405,-47.92805608893468,sete barras,SP,상파울루
11920,-24.704619558438885,-47.55535990452377,iguape,SP,상파울루
11925,-24.747920440490358,-47.556163577110816,ilha comprida,SP,상파울루
11930,-24.715275336616124,-47.88138462884032,pariquera-acu,SP,상파울루
11940,-24.701831240017185,-48.00518422912897,jacupiranga,SP,상파울루
11950,-24.72819885032075,-48.1128044045457,cajati,SP,상파울루
11955,-24.778404880119687,-48.49975225264679,barra do turvo,SP,상파울루
11960,-24.52279882421583,-48.10802251113439,eldorado,SP,상파울루
11990,-25.009292746688903,-47.93195710361432,cananéia,SP,상파울루
1200,-23.531567773241413,-46.64986907784642,sao paulo,SP,상파울루
1201,-23.53608280967418,-46.649539390469315,sao paulo,SP,상파울루
12010,-23.032505379277787,-45.5594381761617,taubate,SP,상파울루
1202,-23.533742576459336,-46.64828045105447,são paulo,SP,상파울루
12020,-23.024280905181556,-45.55908211584209,taubate,SP,상파울루
1203,-23.53596465666132,-46.64529955632679,sao paulo,SP,상파울루
12030,-23.032142161173525,-45.57046127271817,taubate,SP,상파울루
12031,-23.039536166276562,-45.58107022035314,taubate,SP,상파울루
12032,-23.042432206324502,-45.5919731250304,taubate,SP,상파울루
1204,-23.535992639468514,-46.64408982260722,sao paulo,SP,상파울루
12040,-23.02980736106754,-45.58990903449013,taubate,SP,상파울루
12041,-23.027766508413336,-45.578564280368944,taubaté,SP,상파울루
12042,-23.03972972608239,-45.61000237675928,taubate,SP,상파울루
12043,-23.02783030149171,-45.62099077394347,taubate,SP,상파울루
12045,-23.049161647213648,-45.62963630122945,taubate,SP,상파울루
1205,-23.536490774893963,-46.64264196680963,são paulo,SP,상파울루
12050,-23.01997035777431,-45.57156916139429,taubate,SP,상파울루
12051,-23.01200874342929,-45.585652014090726,taubate,SP,상파울루
12052,-23.009417600463877,-45.56793059262498,taubate,SP,상파울루
12053,-23.005570806176625,-45.57546302746438,taubate,SP,상파울루
12054,-23.023045010918338,-45.57946618420254,taubaté,SP,상파울루
1206,-23.53586368511747,-46.64281871336397,sao paulo,SP,상파울루
12060,-23.014807429888094,-45.55899719867828,taubate,SP,상파울루
12061,-23.003775163660315,-45.55922387088622,taubate,SP,상파울루
12062,-23.00303148883768,-45.54693113414872,taubate,SP,상파울루
1207,-23.539175560135185,-46.63865415001012,sao paulo,SP,상파울루
12070,-23.01758622252829,-45.54145499768457,taubate,SP,상파울루
12071,-23.004329658806387,-45.532156004792505,taubate,SP,상파울루
12072,-23.007841485129667,-45.52110729830195,taubate,SP,상파울루
1208,-23.538660495662256,-46.63898204602016,sao paulo,SP,상파울루
12080,-23.022806049124338,-45.550847355737325,taubaté,SP,상파울루
12081,-23.027633427165465,-45.53357932189232,taubate,SP,상파울루
12082,-23.035513913821124,-45.5445280465859,taubate,SP,상파울루
12085,-23.017667037409296,-45.51834627001103,taubate,SP,상파울루
12086,-23.04745414714813,-45.518368682923274,taubate,SP,상파울루
1209,-23.540695255566067,-46.64158293572283,sao paulo,SP,상파울루
12090,-23.044417151183058,-45.554036957841426,taubate,SP,상파울루
12091,-23.046085202113314,-45.568569904055046,taubate,SP,상파울루
12092,-23.0616712576859,-45.58596740211623,taubate,SP,상파울루
12093,-23.068725394296354,-45.569365952913884,taubate,SP,상파울루
12095,-23.075592023439484,-45.53831478182268,taubate,SP,상파울루
1210,-23.540039340558916,-46.64209131081347,são paulo,SP,상파울루
1211,-23.53757657410565,-46.648837901189005,sao paulo,SP,상파울루
1212,-23.538268511790665,-46.63942263256764,são paulo,SP,상파울루
12120,-22.97498488374376,-45.547937514535704,tremembe,SP,상파울루
1213,-23.53650149461516,-46.64036116340707,sao paulo,SP,상파울루
12130,-23.088728617085085,-45.19065349137051,lagoinha,SP,상파울루
1214,-23.538842493961862,-46.645230453060144,sao paulo,SP,상파울루
12140,-23.22402943032572,-45.35025173911259,sao luiz do paraitinga,SP,상파울루
1215,-23.536167399914945,-46.64754185786535,são paulo,SP,상파울루
12150,-23.246340095815523,-45.20372634808252,catucaba,SP,상파울루
1216,-23.533127593964494,-46.647833807450674,sao paulo,SP,상파울루
1217,-23.532657557836487,-46.648883992986306,sao paulo,SP,상파울루
12170,-23.27663032336227,-45.529779177729296,redencao da serra,SP,상파울루
1218,-23.531249798864057,-46.648325141054045,são paulo,SP,상파울루
12180,-23.377650255194677,-45.4439920506923,natividade da serra,SP,상파울루
1219,-23.54128881428637,-46.64569860301066,sao paulo,SP,상파울루
1220,-23.544514011109737,-46.64603990221942,sao paulo,SP,상파울루
12209,-23.178000475176187,-45.88381771655037,são josé dos campos,SP,상파울루
1221,-23.544867697472082,-46.64828171537101,sao paulo,SP,상파울루
12210,-23.1834899556503,-45.88446560699558,sao jose dos campos,SP,상파울루
12211,-23.164137570782792,-45.8932646045436,sao jose dos campos,SP,상파울루
12212,-23.155406439486104,-45.89963152591728,sao jose dos campos,SP,상파울루
12213,-23.150352277170946,-45.90931279216067,sao jose dos campos,SP,상파울루
12214,-23.15909267656986,-45.91788498508536,sao jose dos campos,SP,상파울루
12215,-23.18545241916594,-45.87164627370397,sao jose dos campos,SP,상파울루
12216,-23.195572887198395,-45.879284650658015,sao jose dos campos,SP,상파울루
1222,-23.545944543972997,-46.64936937401519,são paulo,SP,상파울루
12220,-23.179558233032942,-45.85510343437451,sao jose dos campos,SP,상파울루
12221,-23.17113410864847,-45.84103820732552,sao jose dos campos,SP,상파울루
12223,-23.18117141546331,-45.82885254621153,sao jose dos campos,SP,상파울루
12224,-23.178300100887494,-45.823462362520274,sao jose dos campos,SP,상파울루
12225,-23.190566148375837,-45.796100343632865,sao jose dos campos,SP,상파울루
12226,-23.141728248410512,-45.8985037934218,sao jose dos campos,SP,상파울루
12227,-23.208988915768167,-45.85446999952331,sao jose dos campos,SP,상파울루
12228,-23.251060768328074,-45.83435185164655,sao jose dos campos,SP,상파울루
12229,-23.2697082798542,-45.86456680334708,são josé dos campos,SP,상파울루
1223,-23.544088116558562,-46.6485821171502,sao paulo,SP,상파울루
12230,-23.224503345848696,-45.88784285021331,sao jose dos campos,SP,상파울루
12231,-23.224372002311345,-45.88205980388528,sao jose dos campos,SP,상파울루
12232,-23.258131236182972,-45.88760910492552,sao jose dos campos,SP,상파울루
12233,-23.2466806873142,-45.88690913568322,sao jose dos campos,SP,상파울루
12234,-23.283456855425758,-45.89541600724004,sao jose dos campos,SP,상파울루
12235,-23.23378678072191,-45.90247179987767,são josé dos campos,SP,상파울루
12236,-23.250987185124412,-45.89887386715427,são josé dos campos,SP,상파울루
12237,-23.243574103583633,-45.91359768380582,sao jose dos campos,SP,상파울루
12238,-23.256593496952405,-45.92009307287211,são josé dos campos,SP,상파울루
12239,-23.26702945622198,-45.90126374179415,sao jose dos campos,SP,상파울루
1224,-23.54177865147579,-46.65242233963953,sao paulo,SP,상파울루
12240,-23.224298357534785,-45.91320082089596,sao jose dos campos,SP,상파울루
12241,-23.232505015099722,-45.92657167281119,sao jose dos campos,SP,상파울루
12242,-23.201725128274056,-45.90668585444045,sao jose dos campos,SP,상파울루
12243,-23.202268092167266,-45.898028480304646,sao jose dos campos,SP,상파울루
12244,-23.198979411325496,-45.943170855800524,sao jose dos campos,SP,상파울루
12245,-23.19800832733373,-45.88888771264313,são josé dos campos,SP,상파울루
12246,-23.216860677030184,-45.90859380488937,sao jose dos campos,SP,상파울루
12247,-23.160675066688064,-45.800316567755644,sao jose dos campos,SP,상파울루
12248,-23.170822134184274,-45.79632259632399,são josé dos campos,SP,상파울루
12249,-22.91299686323487,-45.96181807834937,sao jose dos campos,SP,상파울루
1225,-23.53978602121373,-46.64913883151016,sao paulo,SP,상파울루
12250,-22.95371488210672,-45.839550230520295,monteiro lobato,SP,상파울루
1226,-23.538010108905684,-46.652719268127555,são paulo,SP,상파울루
12260,-23.39314863042592,-45.660762194770186,paraibuna,SP,상파울루
1227,-23.546201912968815,-46.658384582733994,sao paulo,SP,상파울루
12270,-23.26168303044727,-45.69815213667702,jambeiro,SP,상파울루
1228,-23.545189379286004,-46.657610856988455,sao paulo,SP,상파울루
12280,-23.093824983470043,-45.701705202111555,cacapava,SP,상파울루
12281,-23.10463140520373,-45.70609492602987,cacapava,SP,상파울루
12282,-23.103135690537695,-45.70022942265547,cacapava,SP,상파울루
12283,-23.104114819584026,-45.67752010997833,cacapava,SP,상파울루
12284,-23.11406169684072,-45.70061198906473,cacapava,SP,상파울루
12285,-23.125016228981334,-45.71406705773996,cacapava,SP,상파울루
12286,-23.109777967694743,-45.7205368736088,cacapava,SP,상파울루
12287,-23.106785313341348,-45.71364416682641,cacapava,SP,상파울루
12288,-23.093176807225497,-45.71105364946358,caçapava,SP,상파울루
12289,-23.070654425737228,-45.71787013886854,cacapava,SP,상파울루
1229,-23.538901609843467,-46.657291130376834,sao paulo,SP,상파울루
